page,encoding,src,asset,exists,width,height,format,centered_p_im,review_priority
physics/physics_6_2_1.html,cp932,./../img/physics_c_inner.files/image003.png,img/physics_c_inner.files/image003.png,True,212,79,PNG,True,A
physics/physics_6_2_1.html,cp932,./../img/physics_c_inner.files/image004.png,img/physics_c_inner.files/image004.png,True,204,226,PNG,True,A
physics/physics_6_2_1.html,cp932,./../img/physics_c_inner.files/image005.png,img/physics_c_inner.files/image005.png,True,164,187,PNG,True,A
physics/physics_6_2_2.html,cp932,./../img/physics_c_inner.files/image006.png,img/physics_c_inner.files/image006.png,True,276,408,PNG,True,A
physics/physics_6_2_2.html,cp932,./../img/physics_c_inner.files/image007.png,img/physics_c_inner.files/image007.png,True,236,209,PNG,True,A
physics/physics_6_2_2.html,cp932,./../img/physics_c_inner.files/image008.png,img/physics_c_inner.files/image008.png,True,139,35,PNG,True,A
physics/physics_6_2_3.html,cp932,./../img/physics_c_inner.files/image010.png,img/physics_c_inner.files/image010.png,True,298,323,PNG,True,A
physics/physics_6_2_3.html,cp932,./../img/physics_c_inner.files/image011.png,img/physics_c_inner.files/image011.png,True,294,323,PNG,True,A
physics/physics_6_2_4.html,cp932,./../img/physics_c_inner.files/image016.png,img/physics_c_inner.files/image016.png,True,334,728,PNG,True,A
physics/physics_6_2_4.html,cp932,./../img/physics_c_inner.files/image017.png,img/physics_c_inner.files/image017.png,True,149,36,PNG,True,A
physics/physics_6_2_5.html,cp932,./../img/physics_c_inner.files/image018.png,img/physics_c_inner.files/image018.png,True,253,479,PNG,True,A
physics/physics_6_2_6.html,cp932,./../img/physics_c_inner.files/image019.png,img/physics_c_inner.files/image019.png,True,340,508,PNG,True,A
physics/physics_6_2_7.html,cp932,./../img/physics_c_inner.files/image020.png,img/physics_c_inner.files/image020.png,True,182,141,PNG,True,A
physics/physics_6_3_1.html,cp932,./../img/physics_c_cross.files/image001.png,img/physics_c_cross.files/image001.png,True,313,130,PNG,True,A
